date,price
2024-12-28 01:44:39.451716,1.5312739576847183
2024-12-29 01:44:39.451716,2.7989459969374
2024-12-30 01:44:39.451716,2.3234439427870726
2024-12-31 01:44:39.451716,2.842375908737435
2025-01-01 01:44:39.451716,2.327023086290991
2025-01-02 01:44:39.451716,2.623721830144171
2025-01-03 01:44:39.451716,2.5699886753521852
2025-01-04 01:44:39.451716,3.612612166088107
2025-01-05 01:44:39.451716,3.9886250653888133
2025-01-06 01:44:39.451716,5.295765272065927
2025-01-07 01:44:39.451716,5.259533912215709
2025-01-08 01:44:39.451716,5.987654350568642
2025-01-09 01:44:39.451716,6.959301714786897
2025-01-10 01:44:39.451716,7.7792845275067375
2025-01-11 01:44:39.451716,5.80994850294878
2025-01-12 01:44:39.451716,6.646391551909337
2025-01-13 01:44:39.451716,5.944961227639862
2025-01-14 01:44:39.451716,5.335516130431748
2025-01-15 01:44:39.451716,6.57854261226388
2025-01-16 01:44:39.451716,5.632977880524716
2025-01-17 01:44:39.451716,6.805848267028743
2025-01-18 01:44:39.451716,6.190729227329853
2025-01-19 01:44:39.451716,5.048299528924899
2025-01-20 01:44:39.451716,4.045113282992759
2025-01-21 01:44:39.451716,2.8198066433476803
2025-01-22 01:44:39.451716,5.580265408449474
2025-01-23 01:44:39.451716,6.818288586222076
2025-01-24 01:44:39.451716,5.833467151088542
2025-01-25 01:44:39.451716,4.990312855558141
2025-01-26 01:44:39.451716,5.306254760169258
2025-01-27 01:44:39.451716,5.288984464447326
2025-01-28 01:44:39.451716,5.839957233966599
2025-01-29 01:44:39.451716,7.037878754701803
2025-01-30 01:44:39.451716,9.18920719474374
2025-01-31 01:44:39.451716,10.027938706663893
2025-02-01 01:44:39.451716,9.326912168978478
2025-02-02 01:44:39.451716,9.296273579402255
2025-02-03 01:44:39.451716,10.33323048162018
2025-02-04 01:44:39.451716,12.098626744945605
2025-02-05 01:44:39.451716,13.193086444613451
2025-02-06 01:44:39.451716,12.19923582735171
2025-02-07 01:44:39.451716,10.638800734311177
2025-02-08 01:44:39.451716,9.069426718218892
2025-02-09 01:44:39.451716,9.93687818776925
2025-02-10 01:44:39.451716,10.844641890937133
2025-02-11 01:44:39.451716,12.424553636224077
2025-02-12 01:44:39.451716,11.950285490219915
2025-02-13 01:44:39.451716,14.005344910528137
2025-02-14 01:44:39.451716,13.537026277177139
2025-02-15 01:44:39.451716,14.1424507124262
2025-02-16 01:44:39.451716,12.093289828657054
2025-02-17 01:44:39.451716,12.617181893051699
2025-02-18 01:44:39.451716,12.260367608160571
2025-02-19 01:44:39.451716,13.386578290111045
2025-02-20 01:44:39.451716,13.271168040024548
2025-02-21 01:44:39.451716,14.00000088409562
2025-02-22 01:44:39.451716,13.83726789287432
2025-02-23 01:44:39.451716,12.795540705141422
2025-02-24 01:44:39.451716,11.100050957615956
2025-02-25 01:44:39.451716,11.840050333250973
2025-02-26 01:44:39.451716,11.937311133539342
2025-02-27 01:44:39.451716,13.66923207051579
2025-02-28 01:44:39.451716,14.077101190268667
2025-03-01 01:44:39.451716,13.018432026201518
2025-03-02 01:44:39.451716,12.76204802967685
2025-03-03 01:44:39.451716,13.908202922517706
2025-03-04 01:44:39.451716,14.380010213802665
2025-03-05 01:44:39.451716,14.227125532351904
2025-03-06 01:44:39.451716,13.403535232726604
2025-03-07 01:44:39.451716,13.78860053250775
2025-03-08 01:44:39.451716,13.34226446177703
2025-03-09 01:44:39.451716,13.188275864539712
2025-03-10 01:44:39.451716,13.840418673825694
2025-03-11 01:44:39.451716,14.912838656808532
2025-03-12 01:44:39.451716,14.98935856611469
2025-03-13 01:44:39.451716,14.732258643767077
2025-03-14 01:44:39.451716,15.454906499360202
2025-03-15 01:44:39.451716,15.165148726806015
2025-03-16 01:44:39.451716,16.70738834123428
2025-03-17 01:44:39.451716,16.627883488976636
2025-03-18 01:44:39.451716,16.040334760524807
2025-03-19 01:44:39.451716,17.56353152300512
2025-03-20 01:44:39.451716,17.05151076068933
2025-03-21 01:44:39.451716,17.214818677497323
2025-03-22 01:44:39.451716,18.61013432683618
2025-03-23 01:44:39.451716,20.161250474557914
2025-03-24 01:44:39.451716,20.54363379511133
2025-03-25 01:44:39.451716,20.069054735243153
2025-03-26 01:44:39.451716,19.52238299767626
2025-03-27 01:44:39.451716,18.14063184242747
2025-03-28 01:44:39.451716,19.012106266574953
2025-03-29 01:44:39.451716,19.674280943646103
2025-03-30 01:44:39.451716,19.338396776542773
2025-03-31 01:44:39.451716,19.943268637107398
2025-04-01 01:44:39.451716,18.686332782477642
2025-04-02 01:44:39.451716,18.817768826583425
2025-04-03 01:44:39.451716,19.550717831736097
2025-04-04 01:44:39.451716,18.808880404460986
2025-04-05 01:44:39.451716,17.150961010618754
2025-04-06 01:44:39.451716,19.027674395881682
2025-04-07 01:44:39.451716,19.622050446949512
2025-04-08 01:44:39.451716,18.90377092466483
2025-04-09 01:44:39.451716,19.715316904308057
2025-04-10 01:44:39.451716,19.685830181856222
2025-04-11 01:44:39.451716,19.441377921732176
2025-04-12 01:44:39.451716,20.071550088038535
2025-04-13 01:44:39.451716,18.64509749373503
2025-04-14 01:44:39.451716,18.664692457502763
2025-04-15 01:44:39.451716,19.60483377276307
2025-04-16 01:44:39.451716,20.137546254546734
2025-04-17 01:44:39.451716,20.249832579769066
2025-04-18 01:44:39.451716,19.539572365159394
2025-04-19 01:44:39.451716,18.829443760537043
2025-04-20 01:44:39.451716,19.773805659837944
2025-04-21 01:44:39.451716,19.679395260781384
2025-04-22 01:44:39.451716,20.082450929663228
2025-04-23 01:44:39.451716,18.958355628286792
2025-04-24 01:44:39.451716,20.52145947340617
2025-04-25 01:44:39.451716,20.421374819062642
2025-04-26 01:44:39.451716,19.038594140524555
2025-04-27 01:44:39.451716,20.08051031208589
2025-04-28 01:44:39.451716,20.929997163395804
2025-04-29 01:44:39.451716,21.299339720637047
2025-04-30 01:44:39.451716,21.48079076402056
2025-05-01 01:44:39.451716,21.576217294266474
2025-05-02 01:44:39.451716,22.557730654866027
2025-05-03 01:44:39.451716,21.49478396613471
2025-05-04 01:44:39.451716,21.46487941421369
2025-05-05 01:44:39.451716,20.577059860967072
2025-05-06 01:44:39.451716,19.90200448589933
2025-05-07 01:44:39.451716,18.036337010837677
2025-05-08 01:44:39.451716,18.343481325846337
2025-05-09 01:44:39.451716,20.482875409462554
2025-05-10 01:44:39.451716,22.054481737377973
2025-05-11 01:44:39.451716,22.84952834077966
2025-05-12 01:44:39.451716,22.710542577769573
2025-05-13 01:44:39.451716,24.003080905824923
2025-05-14 01:44:39.451716,22.91261261571645
2025-05-15 01:44:39.451716,22.61295322090651
2025-05-16 01:44:39.451716,22.55027967639324
2025-05-17 01:44:39.451716,23.273107106014987
2025-05-18 01:44:39.451716,22.6861396214713
2025-05-19 01:44:39.451716,22.18162418887269
2025-05-20 01:44:39.451716,21.297598224503016
2025-05-21 01:44:39.451716,23.103676516978364
2025-05-22 01:44:39.451716,22.547291109339
2025-05-23 01:44:39.451716,20.89913903226347
2025-05-24 01:44:39.451716,21.31327030162107
2025-05-25 01:44:39.451716,21.279217565439097
2025-05-26 01:44:39.451716,21.475588630438384
2025-05-27 01:44:39.451716,21.17624521541831
2025-05-28 01:44:39.451716,20.75246309480759
2025-05-29 01:44:39.451716,21.165958255514806
2025-05-30 01:44:39.451716,20.712354495061263
2025-05-31 01:44:39.451716,20.732097225572435
2025-06-01 01:44:39.451716,20.182749871308186
2025-06-02 01:44:39.451716,19.720407851659196
2025-06-03 01:44:39.451716,18.94185084230815
2025-06-04 01:44:39.451716,20.719757187140228
2025-06-05 01:44:39.451716,21.442273194545223
2025-06-06 01:44:39.451716,20.66010969424601
2025-06-07 01:44:39.451716,20.10091865348807
2025-06-08 01:44:39.451716,19.37493403516716
2025-06-09 01:44:39.451716,18.427806954962882
2025-06-10 01:44:39.451716,18.552760643656814
2025-06-11 01:44:39.451716,18.15523509511033
2025-06-12 01:44:39.451716,18.63520469654331
2025-06-13 01:44:39.451716,19.231395817472592
2025-06-14 01:44:39.451716,17.942681665984587
2025-06-15 01:44:39.451716,17.597577135816618
2025-06-16 01:44:39.451716,16.68849175880191
2025-06-17 01:44:39.451716,17.27404417080198
2025-06-18 01:44:39.451716,18.434006259407663
2025-06-19 01:44:39.451716,20.52934046720182
2025-06-20 01:44:39.451716,22.03442326942253
2025-06-21 01:44:39.451716,22.116443974264055
2025-06-22 01:44:39.451716,22.9555244234244
2025-06-23 01:44:39.451716,21.92268571458474
2025-06-24 01:44:39.451716,21.1540172630847
2025-06-25 01:44:39.451716,20.737117021898417
2025-06-26 01:44:39.451716,20.830304020248157
2025-06-27 01:44:39.451716,19.734934537878118
2025-06-28 01:44:39.451716,20.603174327350004
